"enum_row_id","provider","model_title","model_url","model_key_inferred","model_enum_on_page","field_path","enum_value","value_order","is_active","updated_at"
"252","kie","Ideogram - Character","https://docs.kie.ai/market/ideogram/character.md","ideogram/character","ideogram/character","paths.post.input.num_images","3","3","1","2026-03-12 16:57:50"
"253","kie","Ideogram - Character","https://docs.kie.ai/market/ideogram/character.md","ideogram/character","ideogram/character","paths.post.input.num_images","4","4","1","2026-03-12 16:57:50"
"254","kie","Ideogram - Character Edit","https://docs.kie.ai/market/ideogram/character-edit.md","ideogram/character-edit","ideogram/character-edit","paths.post.input.num_images","1","1","1","2026-03-12 16:57:50"
"255","kie","Ideogram - Character Edit","https://docs.kie.ai/market/ideogram/character-edit.md","ideogram/character-edit","ideogram/character-edit","paths.post.input.num_images","2","2","1","2026-03-12 16:57:50"
"256","kie","Ideogram - Character Edit","https://docs.kie.ai/market/ideogram/character-edit.md","ideogram/character-edit","ideogram/character-edit","paths.post.input.num_images","3","3","1","2026-03-12 16:57:50"
"257","kie","Ideogram - Character Edit","https://docs.kie.ai/market/ideogram/character-edit.md","ideogram/character-edit","ideogram/character-edit","paths.post.input.num_images","4","4","1","2026-03-12 16:57:50"
"258","kie","Ideogram - Character Remix","https://docs.kie.ai/market/ideogram/character-remix.md","ideogram/character-remix","ideogram/character-remix","paths.post.input.num_images","1","1","1","2026-03-12 16:57:50"
"259","kie","Ideogram - Character Remix","https://docs.kie.ai/market/ideogram/character-remix.md","ideogram/character-remix","ideogram/character-remix","paths.post.input.num_images","2","2","1","2026-03-12 16:57:50"
"260","kie","Ideogram - Character Remix","https://docs.kie.ai/market/ideogram/character-remix.md","ideogram/character-remix","ideogram/character-remix","paths.post.input.num_images","3","3","1","2026-03-12 16:57:50"
"261","kie","Ideogram - Character Remix","https://docs.kie.ai/market/ideogram/character-remix.md","ideogram/character-remix","ideogram/character-remix","paths.post.input.num_images","4","4","1","2026-03-12 16:57:50"
"262","kie","Ideogram - V3 Reframe","https://docs.kie.ai/market/ideogram/v3-reframe.md","ideogram/v3-reframe","ideogram/v3-reframe","paths.post.input.num_images","1","1","1","2026-03-12 16:57:50"
"263","kie","Ideogram - V3 Reframe","https://docs.kie.ai/market/ideogram/v3-reframe.md","ideogram/v3-reframe","ideogram/v3-reframe","paths.post.input.num_images","2","2","1","2026-03-12 16:57:50"
"264","kie","Ideogram - V3 Reframe","https://docs.kie.ai/market/ideogram/v3-reframe.md","ideogram/v3-reframe","ideogram/v3-reframe","paths.post.input.num_images","3","3","1","2026-03-12 16:57:50"
"265","kie","Ideogram - V3 Reframe","https://docs.kie.ai/market/ideogram/v3-reframe.md","ideogram/v3-reframe","ideogram/v3-reframe","paths.post.input.num_images","4","4","1","2026-03-12 16:57:50"
"266","kie","Qwen - Image Edit","https://docs.kie.ai/market/qwen/image-edit.md","qwen/image-edit","qwen/image-edit","paths.post.input.num_images","1","1","1","2026-03-12 16:57:50"
"267","kie","Qwen - Image Edit","https://docs.kie.ai/market/qwen/image-edit.md","qwen/image-edit","qwen/image-edit","paths.post.input.num_images","2","2","1","2026-03-12 16:57:50"
"268","kie","Qwen - Image Edit","https://docs.kie.ai/market/qwen/image-edit.md","qwen/image-edit","qwen/image-edit","paths.post.input.num_images","3","3","1","2026-03-12 16:57:50"
"269","kie","Qwen - Image Edit","https://docs.kie.ai/market/qwen/image-edit.md","qwen/image-edit","qwen/image-edit","paths.post.input.num_images","4","4","1","2026-03-12 16:57:50"
"270","kie","Generate or Edit Image","https://docs.kie.ai/flux-kontext-api/generate-or-edit-image.md","flux-kontext-api/generate-or-edit-image","flux-kontext-max; flux-kontext-pro","paths.post.input.output_format","jpeg","1","1","2026-03-12 16:57:50"
"271","kie","Generate or Edit Image","https://docs.kie.ai/flux-kontext-api/generate-or-edit-image.md","flux-kontext-api/generate-or-edit-image","flux-kontext-max; flux-kontext-pro","paths.post.input.output_format","png","2","1","2026-03-12 16:57:50"
"272","kie","Qwen - Image Edit","https://docs.kie.ai/market/qwen/image-edit.md","qwen/image-edit","qwen/image-edit","paths.post.input.output_format","jpeg","1","1","2026-03-12 16:57:50"
"273","kie","Qwen - Image Edit","https://docs.kie.ai/market/qwen/image-edit.md","qwen/image-edit","qwen/image-edit","paths.post.input.output_format","png","2","1","2026-03-12 16:57:50"
"274","kie","Qwen - Image to Image","https://docs.kie.ai/market/qwen/image-to-image.md","qwen/image-to-image","qwen/image-to-image","paths.post.input.output_format","jpeg","1","1","2026-03-12 16:57:50"
"275","kie","Qwen - Image to Image","https://docs.kie.ai/market/qwen/image-to-image.md","qwen/image-to-image","qwen/image-to-image","paths.post.input.output_format","png","2","1","2026-03-12 16:57:50"
"276","kie","Qwen - Text to Image","https://docs.kie.ai/market/qwen/text-to-image.md","qwen/text-to-image","qwen/text-to-image","paths.post.input.output_format","jpeg","1","1","2026-03-12 16:57:50"
"277","kie","Qwen - Text to Image","https://docs.kie.ai/market/qwen/text-to-image.md","qwen/text-to-image","qwen/text-to-image","paths.post.input.output_format","png","2","1","2026-03-12 16:57:50"
"278","kie","GPT Image-1.5 - Image to Image","https://docs.kie.ai/market/gpt-image/1-5-image-to-image.md","gpt-image/1-5-image-to-image","gpt-image/1.5-image-to-image","paths.post.input.quality","high","1","1","2026-03-12 16:57:50"
"279","kie","GPT Image-1.5 - Image to Image","https://docs.kie.ai/market/gpt-image/1-5-image-to-image.md","gpt-image/1-5-image-to-image","gpt-image/1.5-image-to-image","paths.post.input.quality","medium","2","1","2026-03-12 16:57:50"
"280","kie","GPT Image-1.5 - Text to Image","https://docs.kie.ai/market/gpt-image/1-5-text-to-image.md","gpt-image/1-5-text-to-image","gpt-image/1.5-text-to-image","paths.post.input.quality","high","1","1","2026-03-12 16:57:50"
"281","kie","GPT Image-1.5 - Text to Image","https://docs.kie.ai/market/gpt-image/1-5-text-to-image.md","gpt-image/1-5-text-to-image","gpt-image/1.5-text-to-image","paths.post.input.quality","medium","2","1","2026-03-12 16:57:50"
"282","kie","Seedream4.5 - Edit","https://docs.kie.ai/market/seedream/4-5-edit.md","seedream/4-5-edit","seedream/4.5-edit","paths.post.input.quality","basic","1","1","2026-03-12 16:57:50"
"283","kie","Seedream4.5 - Edit","https://docs.kie.ai/market/seedream/4-5-edit.md","seedream/4-5-edit","seedream/4.5-edit","paths.post.input.quality","high","2","1","2026-03-12 16:57:50"
"284","kie","Seedream4.5 - Text to Image","https://docs.kie.ai/market/seedream/4-5-text-to-image.md","seedream/4-5-text-to-image","seedream/4.5-text-to-image","paths.post.input.quality","basic","1","1","2026-03-12 16:57:50"
"285","kie","Seedream4.5 - Text to Image","https://docs.kie.ai/market/seedream/4-5-text-to-image.md","seedream/4-5-text-to-image","seedream/4.5-text-to-image","paths.post.input.quality","high","2","1","2026-03-12 16:57:50"
"286","kie","Bytedance - V1 Lite Image to Video","https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md","bytedance/v1-lite-image-to-video","bytedance/v1-lite-image-to-video","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"287","kie","Bytedance - V1 Lite Image to Video","https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md","bytedance/v1-lite-image-to-video","bytedance/v1-lite-image-to-video","paths.post.input.resolution","480p","2","1","2026-03-12 16:57:50"
"288","kie","Bytedance - V1 Lite Image to Video","https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md","bytedance/v1-lite-image-to-video","bytedance/v1-lite-image-to-video","paths.post.input.resolution","720p","3","1","2026-03-12 16:57:50"
"289","kie","Bytedance - V1 Lite Text to Video","https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md","bytedance/v1-lite-text-to-video","bytedance/v1-lite-text-to-video","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"290","kie","Bytedance - V1 Lite Text to Video","https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md","bytedance/v1-lite-text-to-video","bytedance/v1-lite-text-to-video","paths.post.input.resolution","480p","2","1","2026-03-12 16:57:50"
"291","kie","Bytedance - V1 Lite Text to Video","https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md","bytedance/v1-lite-text-to-video","bytedance/v1-lite-text-to-video","paths.post.input.resolution","720p","3","1","2026-03-12 16:57:50"
"292","kie","Bytedance - V1 Pro Text to Video","https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md","bytedance/v1-pro-text-to-video","bytedance/v1-pro-text-to-video","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"293","kie","Bytedance - V1 Pro Text to Video","https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md","bytedance/v1-pro-text-to-video","bytedance/v1-pro-text-to-video","paths.post.input.resolution","480p","2","1","2026-03-12 16:57:50"
"294","kie","Bytedance - V1 Pro Text to Video","https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md","bytedance/v1-pro-text-to-video","bytedance/v1-pro-text-to-video","paths.post.input.resolution","720p","3","1","2026-03-12 16:57:50"
"295","kie","Bytedance Seedance 1.5 Pro","https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md","bytedance/seedance-1-5-pro","bytedance/seedance-1.5-pro","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"296","kie","Bytedance Seedance 1.5 Pro","https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md","bytedance/seedance-1-5-pro","bytedance/seedance-1.5-pro","paths.post.input.resolution","480p","2","1","2026-03-12 16:57:50"
"297","kie","Bytedance Seedance 1.5 Pro","https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md","bytedance/seedance-1-5-pro","bytedance/seedance-1.5-pro","paths.post.input.resolution","720p","3","1","2026-03-12 16:57:50"
"298","kie","Bytedance V1 Pro Fast Image to Video","https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md","bytedance/v1-pro-fast-image-to-video","bytedance/v1-pro-fast-image-to-video","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"299","kie","Bytedance V1 Pro Fast Image to Video","https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md","bytedance/v1-pro-fast-image-to-video","bytedance/v1-pro-fast-image-to-video","paths.post.input.resolution","720p","2","1","2026-03-12 16:57:50"
"300","kie","Bytedance V1 Pro Image to Video","https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md","bytedance/v1-pro-image-to-video","bytedance/v1-pro-image-to-video","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"301","kie","Bytedance V1 Pro Image to Video","https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md","bytedance/v1-pro-image-to-video","bytedance/v1-pro-image-to-video","paths.post.input.resolution","480p","2","1","2026-03-12 16:57:50"
"302","kie","Bytedance V1 Pro Image to Video","https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md","bytedance/v1-pro-image-to-video","bytedance/v1-pro-image-to-video","paths.post.input.resolution","720p","3","1","2026-03-12 16:57:50"
"303","kie","Flux-2 - Image to Image","https://docs.kie.ai/market/flux2/flex-image-to-image.md","flux2/flex-image-to-image","flux-2/flex-image-to-image","paths.post.input.resolution","1k","1","1","2026-03-12 16:57:50"
"304","kie","Flux-2 - Image to Image","https://docs.kie.ai/market/flux2/flex-image-to-image.md","flux2/flex-image-to-image","flux-2/flex-image-to-image","paths.post.input.resolution","2k","2","1","2026-03-12 16:57:50"
"305","kie","Flux-2 - Pro Image to Image","https://docs.kie.ai/market/flux2/pro-image-to-image.md","flux2/pro-image-to-image","flux-2/pro-image-to-image","paths.post.input.resolution","1k","1","1","2026-03-12 16:57:50"
"306","kie","Flux-2 - Pro Image to Image","https://docs.kie.ai/market/flux2/pro-image-to-image.md","flux2/pro-image-to-image","flux-2/pro-image-to-image","paths.post.input.resolution","2k","2","1","2026-03-12 16:57:50"
"307","kie","Flux-2 - Pro Text to Image","https://docs.kie.ai/market/flux2/pro-text-to-image.md","flux2/pro-text-to-image","flux-2/pro-text-to-image","paths.post.input.resolution","1k","1","1","2026-03-12 16:57:50"
"308","kie","Flux-2 - Pro Text to Image","https://docs.kie.ai/market/flux2/pro-text-to-image.md","flux2/pro-text-to-image","flux-2/pro-text-to-image","paths.post.input.resolution","2k","2","1","2026-03-12 16:57:50"
"309","kie","Flux-2 - Text to Image","https://docs.kie.ai/market/flux2/flex-text-to-image.md","flux2/flex-text-to-image","flux-2/flex-text-to-image","paths.post.input.resolution","1k","1","1","2026-03-12 16:57:50"
"310","kie","Flux-2 - Text to Image","https://docs.kie.ai/market/flux2/flex-text-to-image.md","flux2/flex-text-to-image","flux-2/flex-text-to-image","paths.post.input.resolution","2k","2","1","2026-03-12 16:57:50"
"311","kie","Grok Imagine Image to Video","https://docs.kie.ai/market/grok-imagine/image-to-video.md","grok-imagine/image-to-video","grok-imagine/image-to-video","paths.post.input.resolution","480p","1","1","2026-03-12 16:57:50"
"312","kie","Grok Imagine Image to Video","https://docs.kie.ai/market/grok-imagine/image-to-video.md","grok-imagine/image-to-video","grok-imagine/image-to-video","paths.post.input.resolution","720p","2","1","2026-03-12 16:57:50"
"313","kie","Grok Imagine Text to Video","https://docs.kie.ai/market/grok-imagine/text-to-video.md","grok-imagine/text-to-video","grok-imagine/text-to-video","paths.post.input.resolution","480p","1","1","2026-03-12 16:57:50"
"314","kie","Grok Imagine Text to Video","https://docs.kie.ai/market/grok-imagine/text-to-video.md","grok-imagine/text-to-video","grok-imagine/text-to-video","paths.post.input.resolution","720p","2","1","2026-03-12 16:57:50"
"315","kie","Hailuo 2.3 Pro Image to Video","https://docs.kie.ai/market/hailuo/2-3-image-to-video-pro.md","hailuo/2-3-image-to-video-pro","hailuo/2-3-image-to-video-pro","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"316","kie","Hailuo 2.3 Pro Image to Video","https://docs.kie.ai/market/hailuo/2-3-image-to-video-pro.md","hailuo/2-3-image-to-video-pro","hailuo/2-3-image-to-video-pro","paths.post.input.resolution","768p","2","1","2026-03-12 16:57:50"
"317","kie","Hailuo 2.3 Standard Image to Video","https://docs.kie.ai/market/hailuo/2-3-image-to-video-standard.md","hailuo/2-3-image-to-video-standard","hailuo/2-3-image-to-video-standard","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"318","kie","Hailuo 2.3 Standard Image to Video","https://docs.kie.ai/market/hailuo/2-3-image-to-video-standard.md","hailuo/2-3-image-to-video-standard","hailuo/2-3-image-to-video-standard","paths.post.input.resolution","768p","2","1","2026-03-12 16:57:50"
"319","kie","Hailuo Standard Image to Video","https://docs.kie.ai/market/hailuo/02-image-to-video-standard.md","hailuo/02-image-to-video-standard","hailuo/02-image-to-video-standard","paths.post.input.resolution","512p","1","1","2026-03-12 16:57:50"
"320","kie","Hailuo Standard Image to Video","https://docs.kie.ai/market/hailuo/02-image-to-video-standard.md","hailuo/02-image-to-video-standard","hailuo/02-image-to-video-standard","paths.post.input.resolution","768p","2","1","2026-03-12 16:57:50"
"321","kie","Infinitalk - From Audio","https://docs.kie.ai/market/infinitalk/from-audio.md","infinitalk/from-audio","infinitalk/from-audio","paths.post.input.resolution","480p","1","1","2026-03-12 16:57:50"
"322","kie","Infinitalk - From Audio","https://docs.kie.ai/market/infinitalk/from-audio.md","infinitalk/from-audio","infinitalk/from-audio","paths.post.input.resolution","720p","2","1","2026-03-12 16:57:50"
"323","kie","Wan - 2.2 A14B Speech to Video Turbo","https://docs.kie.ai/market/wan/2-2-a14b-speech-to-video-turbo.md","wan/2-2-a14b-speech-to-video-turbo","wan/2-2-a14b-speech-to-video-turbo","paths.post.input.resolution","480p","1","1","2026-03-12 16:57:50"
"324","kie","Wan - 2.2 A14B Speech to Video Turbo","https://docs.kie.ai/market/wan/2-2-a14b-speech-to-video-turbo.md","wan/2-2-a14b-speech-to-video-turbo","wan/2-2-a14b-speech-to-video-turbo","paths.post.input.resolution","580p","2","1","2026-03-12 16:57:50"
"325","kie","Wan - 2.2 A14B Speech to Video Turbo","https://docs.kie.ai/market/wan/2-2-a14b-speech-to-video-turbo.md","wan/2-2-a14b-speech-to-video-turbo","wan/2-2-a14b-speech-to-video-turbo","paths.post.input.resolution","720p","3","1","2026-03-12 16:57:50"
"326","kie","Wan - 2.6-flash-image-to-video","https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md","wan/2-6-flash-image-to-video","wan/2-6-flash-image-to-video","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"327","kie","Wan - 2.6-flash-image-to-video","https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md","wan/2-6-flash-image-to-video","wan/2-6-flash-image-to-video","paths.post.input.resolution","720p","2","1","2026-03-12 16:57:50"
"328","kie","Wan - 2-6-flash-video-to-video","https://docs.kie.ai/market/wan/2-6-flash-video-to-video.md","wan/2-6-flash-video-to-video","wan/2-6-flash-video-to-video","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"329","kie","Wan - 2-6-flash-video-to-video","https://docs.kie.ai/market/wan/2-6-flash-video-to-video.md","wan/2-6-flash-video-to-video","wan/2-6-flash-video-to-video","paths.post.input.resolution","720p","2","1","2026-03-12 16:57:50"
"330","kie","Wan - Animate Move","https://docs.kie.ai/market/wan/2-2-animate-move.md","wan/2-2-animate-move","wan/2-2-animate-move","paths.post.input.resolution","480p","1","1","2026-03-12 16:57:50"
"331","kie","Wan - Animate Move","https://docs.kie.ai/market/wan/2-2-animate-move.md","wan/2-2-animate-move","wan/2-2-animate-move","paths.post.input.resolution","580p","2","1","2026-03-12 16:57:50"
"332","kie","Wan - Animate Move","https://docs.kie.ai/market/wan/2-2-animate-move.md","wan/2-2-animate-move","wan/2-2-animate-move","paths.post.input.resolution","720p","3","1","2026-03-12 16:57:50"
"333","kie","Wan - Animate Replace","https://docs.kie.ai/market/wan/2-2-animate-replace.md","wan/2-2-animate-replace","wan/2-2-animate-replace","paths.post.input.resolution","480p","1","1","2026-03-12 16:57:50"
"334","kie","Wan - Animate Replace","https://docs.kie.ai/market/wan/2-2-animate-replace.md","wan/2-2-animate-replace","wan/2-2-animate-replace","paths.post.input.resolution","580p","2","1","2026-03-12 16:57:50"
"335","kie","Wan - Animate Replace","https://docs.kie.ai/market/wan/2-2-animate-replace.md","wan/2-2-animate-replace","wan/2-2-animate-replace","paths.post.input.resolution","720p","3","1","2026-03-12 16:57:50"
"336","kie","Wan - Image to Video","https://docs.kie.ai/market/wan/2-2-a14b-image-to-video-turbo.md","wan/2-2-a14b-image-to-video-turbo","wan/2-2-a14b-image-to-video-turbo","paths.post.input.resolution","480p","1","1","2026-03-12 16:57:50"
"337","kie","Wan - Image to Video","https://docs.kie.ai/market/wan/2-2-a14b-image-to-video-turbo.md","wan/2-2-a14b-image-to-video-turbo","wan/2-2-a14b-image-to-video-turbo","paths.post.input.resolution","720p","2","1","2026-03-12 16:57:50"
"338","kie","Wan - Text to Video","https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md","wan/2-2-a14b-text-to-video-turbo","wan/2-2-a14b-text-to-video-turbo","paths.post.input.resolution","480p","1","1","2026-03-12 16:57:50"
"339","kie","Wan - Text to Video","https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md","wan/2-2-a14b-text-to-video-turbo","wan/2-2-a14b-text-to-video-turbo","paths.post.input.resolution","720p","2","1","2026-03-12 16:57:50"
"340","kie","Wan 2.6 - Image to Video","https://docs.kie.ai/market/wan/2-6-image-to-video.md","wan/2-6-image-to-video","wan/2-6-image-to-video","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"341","kie","Wan 2.6 - Image to Video","https://docs.kie.ai/market/wan/2-6-image-to-video.md","wan/2-6-image-to-video","wan/2-6-image-to-video","paths.post.input.resolution","720p","2","1","2026-03-12 16:57:50"
"342","kie","Wan 2.6 - Text to Video","https://docs.kie.ai/market/wan/2-6-text-to-video.md","wan/2-6-text-to-video","wan/2-6-text-to-video","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"343","kie","Wan 2.6 - Text to Video","https://docs.kie.ai/market/wan/2-6-text-to-video.md","wan/2-6-text-to-video","wan/2-6-text-to-video","paths.post.input.resolution","720p","2","1","2026-03-12 16:57:50"
"344","kie","Wan 2.6 - Video to Video","https://docs.kie.ai/market/wan/2-6-video-to-video.md","wan/2-6-video-to-video","wan/2-6-video-to-video","paths.post.input.resolution","1080p","1","1","2026-03-12 16:57:50"
"345","kie","Wan 2.6 - Video to Video","https://docs.kie.ai/market/wan/2-6-video-to-video.md","wan/2-6-video-to-video","wan/2-6-video-to-video","paths.post.input.resolution","720p","2","1","2026-03-12 16:57:50"
"346","kie","Generate or Edit Image","https://docs.kie.ai/flux-kontext-api/generate-or-edit-image.md","flux-kontext-api/generate-or-edit-image","flux-kontext-max; flux-kontext-pro","paths.post.input.safety_tolerance","0","1","1","2026-03-12 16:57:50"
"347","kie","Generate or Edit Image","https://docs.kie.ai/flux-kontext-api/generate-or-edit-image.md","flux-kontext-api/generate-or-edit-image","flux-kontext-max; flux-kontext-pro","paths.post.input.safety_tolerance","1","2","1","2026-03-12 16:57:50"
"348","kie","Generate or Edit Image","https://docs.kie.ai/flux-kontext-api/generate-or-edit-image.md","flux-kontext-api/generate-or-edit-image","flux-kontext-max; flux-kontext-pro","paths.post.input.safety_tolerance","2","3","1","2026-03-12 16:57:50"
"349","kie","Generate or Edit Image","https://docs.kie.ai/flux-kontext-api/generate-or-edit-image.md","flux-kontext-api/generate-or-edit-image","flux-kontext-max; flux-kontext-pro","paths.post.input.safety_tolerance","3","4","1","2026-03-12 16:57:50"
"350","kie","Generate or Edit Image","https://docs.kie.ai/flux-kontext-api/generate-or-edit-image.md","flux-kontext-api/generate-or-edit-image","flux-kontext-max; flux-kontext-pro","paths.post.input.safety_tolerance","4","5","1","2026-03-12 16:57:50"
"351","kie","Generate or Edit Image","https://docs.kie.ai/flux-kontext-api/generate-or-edit-image.md","flux-kontext-api/generate-or-edit-image","flux-kontext-max; flux-kontext-pro","paths.post.input.safety_tolerance","5","6","1","2026-03-12 16:57:50"
"352","kie","Generate or Edit Image","https://docs.kie.ai/flux-kontext-api/generate-or-edit-image.md","flux-kontext-api/generate-or-edit-image","flux-kontext-max; flux-kontext-pro","paths.post.input.safety_tolerance","6","7","1","2026-03-12 16:57:50"
"353","kie","Generate 4o Image","https://docs.kie.ai/4o-image-api/generate-4-o-image.md","4o-image-api/generate-4-o-image","","paths.post.input.size","1:1","1","1","2026-03-12 16:57:50"
"354","kie","Generate 4o Image","https://docs.kie.ai/4o-image-api/generate-4-o-image.md","4o-image-api/generate-4-o-image","","paths.post.input.size","2:3","2","1","2026-03-12 16:57:50"
"355","kie","Generate 4o Image","https://docs.kie.ai/4o-image-api/generate-4-o-image.md","4o-image-api/generate-4-o-image","","paths.post.input.size","3:2","3","1","2026-03-12 16:57:50"
"356","kie","Ideogram - Character","https://docs.kie.ai/market/ideogram/character.md","ideogram/character","ideogram/character","paths.post.input.style","AUTO","1","1","2026-03-12 16:57:50"
"357","kie","Ideogram - Character","https://docs.kie.ai/market/ideogram/character.md","ideogram/character","ideogram/character","paths.post.input.style","FICTION","2","1","2026-03-12 16:57:50"
"358","kie","Ideogram - Character","https://docs.kie.ai/market/ideogram/character.md","ideogram/character","ideogram/character","paths.post.input.style","REALISTIC","3","1","2026-03-12 16:57:50"
"359","kie","Ideogram - Character Edit","https://docs.kie.ai/market/ideogram/character-edit.md","ideogram/character-edit","ideogram/character-edit","paths.post.input.style","AUTO","1","1","2026-03-12 16:57:50"
"360","kie","Ideogram - Character Edit","https://docs.kie.ai/market/ideogram/character-edit.md","ideogram/character-edit","ideogram/character-edit","paths.post.input.style","FICTION","2","1","2026-03-12 16:57:50"
"361","kie","Ideogram - Character Edit","https://docs.kie.ai/market/ideogram/character-edit.md","ideogram/character-edit","ideogram/character-edit","paths.post.input.style","REALISTIC","3","1","2026-03-12 16:57:50"
"362","kie","Ideogram - Character Remix","https://docs.kie.ai/market/ideogram/character-remix.md","ideogram/character-remix","ideogram/character-remix","paths.post.input.style","AUTO","1","1","2026-03-12 16:57:50"
"363","kie","Ideogram - Character Remix","https://docs.kie.ai/market/ideogram/character-remix.md","ideogram/character-remix","ideogram/character-remix","paths.post.input.style","FICTION","2","1","2026-03-12 16:57:50"
"364","kie","Ideogram - Character Remix","https://docs.kie.ai/market/ideogram/character-remix.md","ideogram/character-remix","ideogram/character-remix","paths.post.input.style","REALISTIC","3","1","2026-03-12 16:57:50"
"365","kie","Ideogram - V3 Reframe","https://docs.kie.ai/market/ideogram/v3-reframe.md","ideogram/v3-reframe","ideogram/v3-reframe","paths.post.input.style","AUTO","1","1","2026-03-12 16:57:50"
"366","kie","Ideogram - V3 Reframe","https://docs.kie.ai/market/ideogram/v3-reframe.md","ideogram/v3-reframe","ideogram/v3-reframe","paths.post.input.style","DESIGN","2","1","2026-03-12 16:57:50"
"367","kie","Ideogram - V3 Reframe","https://docs.kie.ai/market/ideogram/v3-reframe.md","ideogram/v3-reframe","ideogram/v3-reframe","paths.post.input.style","GENERAL","3","1","2026-03-12 16:57:50"
"368","kie","Ideogram - V3 Reframe","https://docs.kie.ai/market/ideogram/v3-reframe.md","ideogram/v3-reframe","ideogram/v3-reframe","paths.post.input.style","REALISTIC","4","1","2026-03-12 16:57:50"
"369","kie","Topaz - Image Upscale","https://docs.kie.ai/market/topaz/image-upscale.md","topaz/image-upscale","topaz/image-upscale","paths.post.input.upscale_factor","1","1","1","2026-03-12 16:57:50"
"370","kie","Topaz - Image Upscale","https://docs.kie.ai/market/topaz/image-upscale.md","topaz/image-upscale","topaz/image-upscale","paths.post.input.upscale_factor","2","2","1","2026-03-12 16:57:50"
"371","kie","Topaz - Image Upscale","https://docs.kie.ai/market/topaz/image-upscale.md","topaz/image-upscale","topaz/image-upscale","paths.post.input.upscale_factor","4","3","1","2026-03-12 16:57:50"
"372","kie","Topaz - Image Upscale","https://docs.kie.ai/market/topaz/image-upscale.md","topaz/image-upscale","topaz/image-upscale","paths.post.input.upscale_factor","8","4","1","2026-03-12 16:57:50"
"373","kie","Topaz - Video Upscale","https://docs.kie.ai/market/topaz/video-upscale.md","topaz/video-upscale","topaz/video-upscale","paths.post.input.upscale_factor","1","1","1","2026-03-12 16:57:50"
"374","kie","Topaz - Video Upscale","https://docs.kie.ai/market/topaz/video-upscale.md","topaz/video-upscale","topaz/video-upscale","paths.post.input.upscale_factor","2","2","1","2026-03-12 16:57:50"
"375","kie","Topaz - Video Upscale","https://docs.kie.ai/market/topaz/video-upscale.md","topaz/video-upscale","topaz/video-upscale","paths.post.input.upscale_factor","4","3","1","2026-03-12 16:57:50"
"376","kie","elevenlabs/text-to-speech-multilingual-v2","https://docs.kie.ai/market/elevenlabs/text-to-speech-multilingual-v2.md","elevenlabs/text-to-speech-multilingual-v2","elevenlabs/text-to-speech-multilingual-v2","paths.post.input.voice","0SpgpJ4D3MpHCiWdyTg3","1","1","2026-03-12 16:57:50"
"377","kie","elevenlabs/text-to-speech-multilingual-v2","https://docs.kie.ai/market/elevenlabs/text-to-speech-multilingual-v2.md","elevenlabs/text-to-speech-multilingual-v2","elevenlabs/text-to-speech-multilingual-v2","paths.post.input.voice","1cxc5c3E9K6F1wlqOJGV","2","1","2026-03-12 16:57:50"
"378","kie","elevenlabs/text-to-speech-multilingual-v2","https://docs.kie.ai/market/elevenlabs/text-to-speech-multilingual-v2.md","elevenlabs/text-to-speech-multilingual-v2","elevenlabs/text-to-speech-multilingual-v2","paths.post.input.voice","1hlpeD1ydbI2ow0Tt3EW","3","1","2026-03-12 16:57:50"
